Date,County,Cases,Deaths,Month,Year
2020-03-01,Adams,0.0,0.0,3,2020
2020-03-02,Adams,0.0,0.0,3,2020
2020-03-03,Adams,0.0,0.0,3,2020
2020-03-04,Adams,0.0,0.0,3,2020
2020-03-05,Adams,1.0,0.0,3,2020
2020-03-06,Adams,0.0,0.0,3,2020
2020-03-07,Adams,0.0,0.0,3,2020
2020-03-08,Adams,0.0,0.0,3,2020
2020-03-09,Adams,0.0,0.0,3,2020
2020-03-10,Adams,0.0,0.0,3,2020
2020-03-11,Adams,8.0,0.0,3,2020
2020-03-12,Adams,-7.0,0.0,3,2020
2020-03-13,Adams,1.0,0.0,3,2020
2020-03-14,Adams,3.0,0.0,3,2020
2020-03-15,Adams,0.0,0.0,3,2020
2020-03-16,Adams,2.0,0.0,3,2020
2020-03-17,Adams,2.0,0.0,3,2020
2020-03-18,Adams,0.0,0.0,3,2020
2020-03-19,Adams,0.0,0.0,3,2020
2020-03-20,Adams,2.0,0.0,3,2020
2020-03-21,Adams,2.0,0.0,3,2020
2020-03-22,Adams,4.0,0.0,3,2020
2020-03-23,Adams,7.0,0.0,3,2020
2020-03-24,Adams,2.0,0.0,3,2020
2020-03-25,Adams,11.0,0.0,3,2020
2020-03-26,Adams,12.0,0.0,3,2020
2020-03-27,Adams,21.0,0.0,3,2020
2020-03-28,Adams,24.0,0.0,3,2020
2020-03-29,Adams,15.0,0.0,3,2020
2020-03-30,Adams,43.0,0.0,3,2020
2020-03-31,Adams,32.0,2.0,3,2020
2020-04-01,Adams,29.0,4.0,4,2020
2020-04-02,Adams,46.0,1.0,4,2020
2020-04-03,Adams,34.0,2.0,4,2020
2020-04-04,Adams,26.0,0.0,4,2020
2020-04-05,Adams,34.0,1.0,4,2020
2020-04-06,Adams,13.0,2.0,4,2020
2020-04-07,Adams,21.0,2.0,4,2020
2020-04-08,Adams,29.0,0.0,4,2020
2020-04-09,Adams,58.0,2.0,4,2020
2020-04-10,Adams,68.0,7.0,4,2020
2020-04-11,Adams,50.0,2.0,4,2020
2020-04-12,Adams,54.0,1.0,4,2020
2020-04-13,Adams,46.0,0.0,4,2020
2020-04-14,Adams,33.0,1.0,4,2020
2020-04-15,Adams,32.0,1.0,4,2020
2020-04-16,Adams,47.0,1.0,4,2020
2020-04-17,Adams,55.0,2.0,4,2020
2020-04-18,Adams,34.0,2.0,4,2020
2020-04-19,Adams,21.0,2.0,4,2020
2020-04-20,Adams,53.0,2.0,4,2020
2020-04-21,Adams,28.0,9.0,4,2020
2020-04-22,Adams,37.0,0.0,4,2020
2020-04-23,Adams,49.0,0.0,4,2020
2020-04-24,Adams,170.0,11.0,4,2020
2020-04-25,Adams,50.0,0.0,4,2020
2020-04-26,Adams,46.0,1.0,4,2020
2020-04-27,Adams,43.0,2.0,4,2020
2020-04-28,Adams,39.0,1.0,4,2020
2020-04-29,Adams,60.0,1.0,4,2020
2020-04-30,Adams,95.0,1.0,4,2020
2020-05-01,Adams,80.0,5.0,5,2020
2020-05-02,Adams,65.0,0.0,5,2020
2020-05-03,Adams,50.0,0.0,5,2020
2020-05-04,Adams,35.0,0.0,5,2020
2020-05-05,Adams,68.0,4.0,5,2020
2020-05-06,Adams,69.0,3.0,5,2020
2020-05-07,Adams,94.0,3.0,5,2020
2020-05-08,Adams,71.0,2.0,5,2020
2020-05-09,Adams,88.0,1.0,5,2020
2020-05-10,Adams,37.0,0.0,5,2020
2020-05-11,Adams,36.0,0.0,5,2020
2020-05-12,Adams,44.0,3.0,5,2020
2020-05-13,Adams,52.0,2.0,5,2020
2020-05-14,Adams,74.0,5.0,5,2020
2020-05-15,Adams,72.0,8.0,5,2020
2020-05-16,Adams,55.0,3.0,5,2020
2020-05-17,Adams,38.0,0.0,5,2020
2020-05-18,Adams,27.0,0.0,5,2020
2020-05-19,Adams,35.0,2.0,5,2020
2020-05-20,Adams,62.0,4.0,5,2020
2020-05-21,Adams,22.0,0.0,5,2020
2020-05-22,Adams,43.0,3.0,5,2020
2020-05-23,Adams,54.0,1.0,5,2020
2020-05-24,Adams,13.0,0.0,5,2020
2020-05-25,Adams,39.0,0.0,5,2020
2020-05-26,Adams,56.0,4.0,5,2020
2020-05-27,Adams,42.0,2.0,5,2020
2020-05-28,Adams,64.0,0.0,5,2020
2020-05-29,Adams,72.0,2.0,5,2020
2020-05-30,Adams,82.0,0.0,5,2020
2020-05-31,Adams,34.0,0.0,5,2020
2020-06-01,Adams,33.0,3.0,6,2020
2020-06-02,Adams,47.0,2.0,6,2020
2020-06-03,Adams,41.0,2.0,6,2020
2020-06-04,Adams,79.0,3.0,6,2020
2020-06-05,Adams,57.0,5.0,6,2020
2020-06-06,Adams,37.0,1.0,6,2020
2020-06-07,Adams,23.0,0.0,6,2020
2020-06-08,Adams,30.0,2.0,6,2020
2020-06-09,Adams,22.0,2.0,6,2020
2020-06-10,Adams,16.0,3.0,6,2020
2020-06-11,Adams,20.0,0.0,6,2020
2020-06-12,Adams,35.0,0.0,6,2020
2020-06-13,Adams,31.0,1.0,6,2020
2020-06-14,Adams,14.0,0.0,6,2020
2020-06-15,Adams,16.0,0.0,6,2020
2020-06-16,Adams,12.0,2.0,6,2020
2020-06-17,Adams,20.0,3.0,6,2020
2020-06-18,Adams,28.0,0.0,6,2020
2020-06-19,Adams,33.0,1.0,6,2020
2020-06-20,Adams,20.0,2.0,6,2020
2020-06-21,Adams,37.0,0.0,6,2020
2020-06-22,Adams,23.0,1.0,6,2020
2020-06-23,Adams,9.0,1.0,6,2020
2020-06-24,Adams,30.0,0.0,6,2020
2020-06-25,Adams,42.0,0.0,6,2020
2020-06-26,Adams,45.0,0.0,6,2020
2020-06-27,Adams,35.0,0.0,6,2020
2020-06-28,Adams,55.0,0.0,6,2020
2020-06-29,Adams,22.0,1.0,6,2020
2020-06-30,Adams,15.0,0.0,6,2020
2020-07-01,Adams,41.0,1.0,7,2020
2020-07-02,Adams,41.0,0.0,7,2020
2020-07-03,Adams,26.0,0.0,7,2020
2020-07-04,Adams,29.0,0.0,7,2020
2020-07-05,Adams,40.0,0.0,7,2020
2020-07-06,Adams,38.0,0.0,7,2020
2020-07-07,Adams,78.0,0.0,7,2020
2020-07-08,Adams,68.0,0.0,7,2020
2020-07-09,Adams,42.0,0.0,7,2020
2020-07-10,Adams,81.0,1.0,7,2020
2020-07-11,Adams,50.0,1.0,7,2020
2020-07-12,Adams,38.0,0.0,7,2020
2020-07-13,Adams,31.0,0.0,7,2020
2020-07-14,Adams,59.0,1.0,7,2020
2020-07-15,Adams,69.0,0.0,7,2020
2020-07-16,Adams,56.0,0.0,7,2020
2020-07-17,Adams,52.0,2.0,7,2020
2020-07-18,Adams,34.0,0.0,7,2020
2020-07-19,Adams,36.0,0.0,7,2020
2020-07-20,Adams,39.0,2.0,7,2020
2020-07-21,Adams,51.0,0.0,7,2020
2020-07-22,Adams,64.0,1.0,7,2020
2020-07-23,Adams,64.0,3.0,7,2020
2020-07-24,Adams,121.0,0.0,7,2020
2020-07-25,Adams,102.0,0.0,7,2020
2020-07-26,Adams,52.0,0.0,7,2020
2020-07-27,Adams,39.0,0.0,7,2020
2020-07-28,Adams,87.0,1.0,7,2020
2020-07-29,Adams,81.0,0.0,7,2020
2020-07-30,Adams,74.0,0.0,7,2020
2020-07-31,Adams,89.0,3.0,7,2020
2020-08-01,Adams,61.0,0.0,8,2020
2020-08-02,Adams,66.0,0.0,8,2020
2020-08-03,Adams,31.0,0.0,8,2020
2020-08-04,Adams,66.0,2.0,8,2020
2020-08-05,Adams,67.0,2.0,8,2020
2020-08-06,Adams,59.0,0.0,8,2020
2020-08-07,Adams,68.0,1.0,8,2020
2020-08-08,Adams,63.0,0.0,8,2020
2020-08-09,Adams,53.0,0.0,8,2020
2020-08-10,Adams,38.0,0.0,8,2020
2020-08-11,Adams,52.0,1.0,8,2020
2020-08-12,Adams,40.0,-1.0,8,2020
2020-08-13,Adams,56.0,2.0,8,2020
2020-08-14,Adams,44.0,3.0,8,2020
2020-08-15,Adams,50.0,2.0,8,2020
2020-08-16,Adams,45.0,1.0,8,2020
2020-08-17,Adams,32.0,0.0,8,2020
2020-08-18,Adams,51.0,1.0,8,2020
2020-08-19,Adams,68.0,1.0,8,2020
2020-08-20,Adams,54.0,0.0,8,2020
2020-08-21,Adams,57.0,3.0,8,2020
2020-08-22,Adams,54.0,5.0,8,2020
2020-08-23,Adams,81.0,0.0,8,2020
2020-08-24,Adams,44.0,0.0,8,2020
2020-08-25,Adams,77.0,2.0,8,2020
2020-08-26,Adams,26.0,0.0,8,2020
2020-08-27,Adams,47.0,0.0,8,2020
2020-08-28,Adams,88.0,1.0,8,2020
2020-08-29,Adams,0.0,0.0,8,2020
2020-08-30,Adams,46.0,0.0,8,2020
2020-08-31,Adams,38.0,0.0,8,2020
2020-09-01,Adams,68.0,0.0,9,2020
2020-09-02,Adams,42.0,1.0,9,2020
2020-09-03,Adams,42.0,2.0,9,2020
2020-09-04,Adams,47.0,6.0,9,2020
2020-09-05,Adams,56.0,2.0,9,2020
2020-09-06,Adams,26.0,0.0,9,2020
2020-09-07,Adams,31.0,1.0,9,2020
2020-09-08,Adams,21.0,0.0,9,2020
2020-09-09,Adams,42.0,0.0,9,2020
2020-09-10,Adams,43.0,0.0,9,2020
2020-09-11,Adams,28.0,2.0,9,2020
2020-09-12,Adams,38.0,0.0,9,2020
2020-09-13,Adams,41.0,0.0,9,2020
2020-09-14,Adams,39.0,0.0,9,2020
2020-09-15,Adams,63.0,2.0,9,2020
2020-09-16,Adams,54.0,0.0,9,2020
2020-09-17,Adams,67.0,3.0,9,2020
2020-09-18,Adams,91.0,2.0,9,2020
2020-09-19,Adams,24.0,2.0,9,2020
2020-09-20,Adams,26.0,1.0,9,2020
2020-09-21,Adams,110.0,0.0,9,2020
2020-09-22,Adams,44.0,1.0,9,2020
2020-09-23,Adams,126.0,0.0,9,2020
2020-09-24,Adams,56.0,2.0,9,2020
2020-09-25,Adams,143.0,1.0,9,2020
2020-09-26,Adams,64.0,0.0,9,2020
2020-09-27,Adams,95.0,0.0,9,2020
2020-09-28,Adams,104.0,1.0,9,2020
2020-09-29,Adams,87.0,1.0,9,2020
2020-09-30,Adams,136.0,0.0,9,2020
2020-10-01,Adams,104.0,1.0,10,2020
2020-10-02,Adams,132.0,2.0,10,2020
2020-10-03,Adams,56.0,0.0,10,2020
2020-10-04,Adams,99.0,1.0,10,2020
2020-10-05,Adams,119.0,0.0,10,2020
2020-10-06,Adams,58.0,1.0,10,2020
2020-10-07,Adams,142.0,1.0,10,2020
2020-10-08,Adams,143.0,2.0,10,2020
2020-10-09,Adams,176.0,5.0,10,2020
2020-10-10,Adams,141.0,2.0,10,2020
2020-10-11,Adams,119.0,0.0,10,2020
2020-10-12,Adams,75.0,0.0,10,2020
2020-10-13,Adams,165.0,1.0,10,2020
2020-10-14,Adams,165.0,1.0,10,2020
2020-10-15,Adams,213.0,1.0,10,2020
2020-10-16,Adams,167.0,2.0,10,2020
2020-10-17,Adams,191.0,1.0,10,2020
2020-10-18,Adams,188.0,0.0,10,2020
2020-10-19,Adams,134.0,1.0,10,2020
2020-10-20,Adams,180.0,0.0,10,2020
2020-10-21,Adams,214.0,0.0,10,2020
2020-10-22,Adams,263.0,1.0,10,2020
2020-10-23,Adams,141.0,3.0,10,2020
2020-10-24,Adams,247.0,1.0,10,2020
2020-10-25,Adams,291.0,1.0,10,2020
2020-10-26,Adams,368.0,1.0,10,2020
2020-10-27,Adams,221.0,1.0,10,2020
2020-10-28,Adams,228.0,3.0,10,2020
2020-10-29,Adams,350.0,1.0,10,2020
2020-10-30,Adams,307.0,1.0,10,2020
2020-10-31,Adams,386.0,1.0,10,2020
2020-11-01,Adams,358.0,0.0,11,2020
2020-11-02,Adams,303.0,0.0,11,2020
2020-11-03,Adams,357.0,1.0,11,2020
2020-11-04,Adams,401.0,2.0,11,2020
2020-11-05,Adams,472.0,1.0,11,2020
2020-11-06,Adams,396.0,3.0,11,2020
2020-11-07,Adams,391.0,3.0,11,2020
2020-11-08,Adams,332.0,0.0,11,2020
2020-11-09,Adams,467.0,0.0,11,2020
2020-11-10,Adams,485.0,1.0,11,2020
2020-11-11,Adams,527.0,3.0,11,2020
2020-11-12,Adams,641.0,1.0,11,2020
2020-11-13,Adams,915.0,5.0,11,2020
2020-11-14,Adams,550.0,0.0,11,2020
2020-11-15,Adams,402.0,1.0,11,2020
2020-11-16,Adams,692.0,3.0,11,2020
2020-11-17,Adams,434.0,2.0,11,2020
2020-11-18,Adams,493.0,5.0,11,2020
2020-11-19,Adams,672.0,8.0,11,2020
2020-11-20,Adams,588.0,2.0,11,2020
2020-11-21,Adams,604.0,8.0,11,2020
2020-11-22,Adams,433.0,3.0,11,2020
2020-11-23,Adams,345.0,1.0,11,2020
2020-11-24,Adams,468.0,1.0,11,2020
2020-11-25,Adams,317.0,4.0,11,2020
2020-11-26,Adams,597.0,8.0,11,2020
2020-11-27,Adams,557.0,2.0,11,2020
2020-11-28,Adams,426.0,0.0,11,2020
2020-11-29,Adams,413.0,3.0,11,2020
2020-11-30,Adams,478.0,2.0,11,2020
2020-12-01,Adams,651.0,4.0,12,2020
2020-12-02,Adams,265.0,6.0,12,2020
2020-12-03,Adams,392.0,21.0,12,2020
2020-12-04,Adams,556.0,6.0,12,2020
2020-12-05,Adams,450.0,1.0,12,2020
2020-12-06,Adams,634.0,12.0,12,2020
2020-12-07,Adams,371.0,3.0,12,2020
2020-12-08,Adams,420.0,2.0,12,2020
2020-12-09,Adams,356.0,9.0,12,2020
2020-12-10,Adams,423.0,9.0,12,2020
2020-12-11,Adams,453.0,3.0,12,2020
2020-12-12,Adams,572.0,6.0,12,2020
2020-12-13,Adams,243.0,12.0,12,2020
2020-12-14,Adams,292.0,4.0,12,2020
2020-12-15,Adams,322.0,3.0,12,2020
2020-12-16,Adams,176.0,6.0,12,2020
2020-12-17,Adams,298.0,9.0,12,2020
2020-12-18,Adams,403.0,7.0,12,2020
2020-12-19,Adams,406.0,12.0,12,2020
2020-12-20,Adams,207.0,6.0,12,2020
2020-12-21,Adams,228.0,0.0,12,2020
2020-12-22,Adams,233.0,7.0,12,2020
2020-12-23,Adams,228.0,5.0,12,2020
2020-12-24,Adams,208.0,10.0,12,2020
2020-12-25,Adams,365.0,0.0,12,2020
2020-12-26,Adams,212.0,6.0,12,2020
2020-12-27,Adams,95.0,0.0,12,2020
2020-12-28,Adams,297.0,8.0,12,2020
2020-12-29,Adams,225.0,2.0,12,2020
2020-12-30,Adams,204.0,9.0,12,2020
2020-12-31,Adams,429.0,5.0,12,2020
2021-01-01,Adams,352.0,4.0,1,2021
2021-01-02,Adams,208.0,2.0,1,2021
2021-01-03,Adams,198.0,0.0,1,2021
2021-01-04,Adams,404.0,1.0,1,2021
2021-01-05,Adams,279.0,1.0,1,2021
2021-01-06,Adams,385.0,6.0,1,2021
2021-01-07,Adams,323.0,4.0,1,2021
2021-01-08,Adams,0.0,0.0,1,2021
2021-01-09,Adams,597.0,9.0,1,2021
2021-01-10,Adams,280.0,3.0,1,2021
2021-01-11,Adams,159.0,0.0,1,2021
2021-01-12,Adams,115.0,3.0,1,2021
2021-01-13,Adams,177.0,2.0,1,2021
2021-01-14,Adams,256.0,3.0,1,2021
2021-01-15,Adams,176.0,1.0,1,2021
2021-01-16,Adams,173.0,7.0,1,2021
2021-01-17,Adams,169.0,1.0,1,2021
2021-01-18,Adams,88.0,1.0,1,2021
2021-01-19,Adams,194.0,0.0,1,2021
2021-01-20,Adams,103.0,1.0,1,2021
2021-01-21,Adams,0.0,0.0,1,2021
2021-01-22,Adams,325.0,4.0,1,2021
2021-01-23,Adams,0.0,0.0,1,2021
2021-01-24,Adams,175.0,5.0,1,2021
2021-01-25,Adams,270.0,3.0,1,2021
2021-01-26,Adams,0.0,0.0,1,2021
2021-01-27,Adams,194.0,7.0,1,2021
2021-01-28,Adams,157.0,3.0,1,2021
2021-01-29,Adams,167.0,3.0,1,2021
2021-01-30,Adams,0.0,0.0,1,2021
2021-01-31,Adams,248.0,6.0,1,2021
2021-02-01,Adams,76.0,1.0,2,2021
2021-02-02,Adams,63.0,1.0,2,2021
2021-02-03,Adams,100.0,1.0,2,2021
2021-02-04,Adams,141.0,1.0,2,2021
2021-02-05,Adams,184.0,2.0,2,2021
2021-02-06,Adams,138.0,3.0,2,2021
2021-02-07,Adams,96.0,1.0,2,2021
2021-02-08,Adams,76.0,0.0,2,2021
2021-02-09,Adams,59.0,1.0,2,2021
2021-02-10,Adams,54.0,3.0,2,2021
2021-02-11,Adams,8.0,0.0,2,2021
2021-02-12,Adams,273.0,0.0,2,2021
2021-02-13,Adams,46.0,0.0,2,2021
2021-02-14,Adams,0.0,0.0,2,2021
2021-02-15,Adams,202.0,0.0,2,2021
2021-02-16,Adams,39.0,0.0,2,2021
2021-02-17,Adams,78.0,0.0,2,2021
2021-02-18,Adams,130.0,2.0,2,2021
2021-02-19,Adams,101.0,0.0,2,2021
2021-02-20,Adams,145.0,1.0,2,2021
2021-02-21,Adams,118.0,1.0,2,2021
2021-02-22,Adams,69.0,0.0,2,2021
2021-02-23,Adams,79.0,0.0,2,2021
2021-02-24,Adams,85.0,0.0,2,2021
2021-02-25,Adams,120.0,0.0,2,2021
2021-02-26,Adams,154.0,1.0,2,2021
2021-02-27,Adams,114.0,0.0,2,2021
2021-02-28,Adams,105.0,0.0,2,2021
2021-03-01,Adams,75.0,0.0,3,2021
2021-03-02,Adams,53.0,0.0,3,2021
2021-03-03,Adams,118.0,2.0,3,2021
2021-03-04,Adams,144.0,1.0,3,2021
2021-03-05,Adams,99.0,0.0,3,2021
2021-03-06,Adams,0.0,0.0,3,2021
2021-03-07,Adams,0.0,0.0,3,2021
2021-03-08,Adams,291.0,0.0,3,2021
2021-03-09,Adams,59.0,0.0,3,2021
2021-03-10,Adams,102.0,2.0,3,2021
2021-03-11,Adams,79.0,3.0,3,2021
2021-03-12,Adams,83.0,0.0,3,2021
2021-03-13,Adams,103.0,0.0,3,2021
2021-03-14,Adams,0.0,0.0,3,2021
2021-03-15,Adams,203.0,0.0,3,2021
2021-03-16,Adams,15.0,1.0,3,2021
2021-03-17,Adams,81.0,0.0,3,2021
2021-03-18,Adams,137.0,1.0,3,2021
2021-03-19,Adams,0.0,0.0,3,2021
2021-03-20,Adams,262.0,1.0,3,2021
2021-03-21,Adams,2.0,0.0,3,2021
2021-03-22,Adams,0.0,0.0,3,2021
2021-03-23,Adams,0.0,0.0,3,2021
2021-03-24,Adams,322.0,1.0,3,2021
2021-03-25,Adams,0.0,0.0,3,2021
2021-03-26,Adams,0.0,0.0,3,2021
2021-03-27,Adams,375.0,0.0,3,2021
2021-03-28,Adams,0.0,0.0,3,2021
2021-03-29,Adams,165.0,-1.0,3,2021
2021-03-30,Adams,53.0,1.0,3,2021
2021-03-31,Adams,122.0,1.0,3,2021
2021-04-01,Adams,154.0,0.0,4,2021
2021-04-02,Adams,133.0,0.0,4,2021
2021-04-03,Adams,0.0,0.0,4,2021
2021-04-04,Adams,291.0,1.0,4,2021
2021-04-05,Adams,92.0,0.0,4,2021
2021-04-06,Adams,86.0,1.0,4,2021
2021-04-07,Adams,99.0,0.0,4,2021
2021-04-08,Adams,193.0,1.0,4,2021
2021-04-09,Adams,178.0,0.0,4,2021
2021-04-10,Adams,-1.0,2.0,4,2021
2021-04-11,Adams,341.0,0.0,4,2021
2021-04-12,Adams,118.0,0.0,4,2021
2021-04-13,Adams,104.0,38.0,4,2021
2021-04-14,Adams,182.0,1.0,4,2021
2021-04-15,Adams,216.0,0.0,4,2021
2021-04-16,Adams,167.0,0.0,4,2021
2021-04-17,Adams,0.0,0.0,4,2021
2021-04-18,Adams,0.0,0.0,4,2021
2021-04-19,Adams,459.0,4.0,4,2021
2021-04-20,Adams,198.0,1.0,4,2021
2021-04-21,Adams,112.0,2.0,4,2021
2021-04-22,Adams,222.0,0.0,4,2021
2021-04-23,Adams,220.0,3.0,4,2021
2021-04-24,Adams,0.0,0.0,4,2021
2021-04-25,Adams,264.0,3.0,4,2021
2021-04-26,Adams,281.0,0.0,4,2021
2021-04-27,Adams,157.0,1.0,4,2021
2021-04-28,Adams,-1.0,0.0,4,2021
2021-04-29,Adams,422.0,2.0,4,2021
2021-04-30,Adams,235.0,0.0,4,2021
2021-05-01,Adams,-1.0,0.0,5,2021
2021-05-02,Adams,189.0,0.0,5,2021
2021-05-03,Adams,111.0,3.0,5,2021
2021-05-04,Adams,-1.0,0.0,5,2021
2021-05-05,Adams,1.0,0.0,5,2021
2021-05-06,Adams,377.0,5.0,5,2021
2021-05-07,Adams,432.0,0.0,5,2021
2021-05-08,Adams,0.0,0.0,5,2021
2021-05-09,Adams,320.0,0.0,5,2021
2021-05-10,Adams,107.0,0.0,5,2021
2021-05-11,Adams,219.0,2.0,5,2021
2021-05-12,Adams,145.0,0.0,5,2021
2021-05-13,Adams,208.0,9.0,5,2021
2021-05-14,Adams,153.0,0.0,5,2021
2021-05-15,Adams,167.0,2.0,5,2021
2021-05-16,Adams,104.0,1.0,5,2021
2021-05-17,Adams,52.0,0.0,5,2021
2021-05-18,Adams,64.0,4.0,5,2021
2021-05-19,Adams,0.0,0.0,5,2021
2021-05-20,Adams,0.0,0.0,5,2021
2021-05-21,Adams,367.0,3.0,5,2021
2021-05-22,Adams,93.0,2.0,5,2021
2021-05-23,Adams,81.0,0.0,5,2021
2021-05-24,Adams,49.0,0.0,5,2021
2021-05-25,Adams,95.0,1.0,5,2021
2021-05-26,Adams,51.0,0.0,5,2021
2021-05-27,Adams,79.0,1.0,5,2021
2021-05-28,Adams,77.0,1.0,5,2021
2021-05-29,Adams,40.0,0.0,5,2021
2021-05-30,Adams,43.0,3.0,5,2021
2021-05-31,Adams,31.0,0.0,5,2021
2021-06-01,Adams,28.0,0.0,6,2021
2021-06-02,Adams,19.0,0.0,6,2021
2021-06-03,Adams,48.0,2.0,6,2021
2021-06-04,Adams,58.0,1.0,6,2021
2021-06-05,Adams,80.0,2.0,6,2021
2021-06-06,Adams,50.0,1.0,6,2021
2021-06-07,Adams,14.0,0.0,6,2021
2021-06-08,Adams,37.0,0.0,6,2021
2021-06-09,Adams,55.0,2.0,6,2021
2021-06-10,Adams,37.0,2.0,6,2021
2021-06-11,Adams,39.0,0.0,6,2021
2021-06-12,Adams,108.0,0.0,6,2021
2021-06-13,Adams,38.0,0.0,6,2021
2021-06-14,Adams,0.0,0.0,6,2021
2021-06-15,Adams,0.0,0.0,6,2021
2021-06-16,Adams,122.0,1.0,6,2021
2021-06-17,Adams,48.0,0.0,6,2021
2021-06-18,Adams,29.0,1.0,6,2021
2021-06-19,Adams,39.0,0.0,6,2021
2021-06-20,Adams,22.0,0.0,6,2021
2021-06-21,Adams,12.0,0.0,6,2021
2021-06-22,Adams,38.0,0.0,6,2021
2021-06-23,Adams,34.0,0.0,6,2021
2021-06-24,Adams,38.0,0.0,6,2021
2021-06-25,Adams,49.0,1.0,6,2021
2021-06-26,Adams,37.0,1.0,6,2021
2021-06-27,Adams,0.0,0.0,6,2021
2021-06-28,Adams,43.0,3.0,6,2021
2021-06-29,Adams,-2.0,0.0,6,2021
2021-06-30,Adams,55.0,0.0,6,2021
2021-07-01,Adams,37.0,2.0,7,2021
2021-07-02,Adams,49.0,0.0,7,2021
2021-07-03,Adams,20.0,1.0,7,2021
2021-07-04,Adams,41.0,1.0,7,2021
2021-07-05,Adams,13.0,0.0,7,2021
2021-07-06,Adams,13.0,0.0,7,2021
2021-07-07,Adams,47.0,0.0,7,2021
2021-07-08,Adams,14.0,0.0,7,2021
2021-07-09,Adams,59.0,1.0,7,2021
2021-07-10,Adams,118.0,1.0,7,2021
2021-07-11,Adams,35.0,0.0,7,2021
2021-07-12,Adams,19.0,0.0,7,2021
2021-07-13,Adams,46.0,1.0,7,2021
2021-07-14,Adams,22.0,0.0,7,2021
2021-07-15,Adams,58.0,0.0,7,2021
2021-07-16,Adams,65.0,1.0,7,2021
2021-07-17,Adams,0.0,0.0,7,2021
2021-07-18,Adams,111.0,1.0,7,2021
2021-07-19,Adams,26.0,0.0,7,2021
2021-07-20,Adams,60.0,0.0,7,2021
2021-07-21,Adams,1.0,0.0,7,2021
2021-07-22,Adams,100.0,0.0,7,2021
2021-07-23,Adams,0.0,0.0,7,2021
2021-07-24,Adams,71.0,0.0,7,2021
2021-07-25,Adams,156.0,2.0,7,2021
2021-07-26,Adams,34.0,0.0,7,2021
2021-07-27,Adams,78.0,0.0,7,2021
2021-07-28,Adams,-2.0,0.0,7,2021
2021-07-29,Adams,154.0,2.0,7,2021
2021-07-30,Adams,0.0,0.0,7,2021
2021-07-31,Adams,204.0,1.0,7,2021
2021-08-01,Adams,68.0,0.0,8,2021
2021-08-02,Adams,55.0,0.0,8,2021
2021-08-03,Adams,103.0,0.0,8,2021
2021-08-04,Adams,0.0,0.0,8,2021
2021-08-05,Adams,65.0,0.0,8,2021
2021-08-06,Adams,-1.0,0.0,8,2021
2021-08-07,Adams,311.0,4.0,8,2021
2021-08-08,Adams,71.0,0.0,8,2021
2021-08-09,Adams,65.0,0.0,8,2021
2021-08-10,Adams,86.0,0.0,8,2021
2021-08-11,Adams,110.0,1.0,8,2021
2021-08-12,Adams,0.0,0.0,8,2021
2021-08-13,Adams,315.0,1.0,8,2021
2021-08-14,Adams,0.0,0.0,8,2021
2021-08-15,Adams,180.0,2.0,8,2021
2021-08-16,Adams,0.0,0.0,8,2021
2021-08-17,Adams,166.0,0.0,8,2021
2021-08-18,Adams,185.0,1.0,8,2021
2021-08-19,Adams,0.0,0.0,8,2021
2021-08-20,Adams,167.0,1.0,8,2021
2021-08-21,Adams,195.0,1.0,8,2021
2021-08-22,Adams,378.0,3.0,8,2021
2021-08-23,Adams,147.0,0.0,8,2021
2021-08-24,Adams,0.0,0.0,8,2021
2021-08-25,Adams,117.0,1.0,8,2021
2021-08-26,Adams,355.0,0.0,8,2021
2021-08-27,Adams,0.0,0.0,8,2021
2021-08-28,Adams,436.0,8.0,8,2021
2021-08-29,Adams,0.0,0.0,8,2021
2021-08-30,Adams,177.0,3.0,8,2021
2021-08-31,Adams,129.0,3.0,8,2021
2021-09-01,Adams,-1.0,0.0,9,2021
2021-09-02,Adams,387.0,4.0,9,2021
2021-09-03,Adams,181.0,3.0,9,2021
2021-09-04,Adams,-3.0,0.0,9,2021
2021-09-05,Adams,334.0,2.0,9,2021
2021-09-06,Adams,0.0,0.0,9,2021
2021-09-07,Adams,174.0,2.0,9,2021
2021-09-08,Adams,297.0,3.0,9,2021
2021-09-09,Adams,111.0,2.0,9,2021
2021-09-10,Adams,1.0,0.0,9,2021
2021-09-11,Adams,0.0,0.0,9,2021
2021-09-12,Adams,391.0,2.0,9,2021
2021-09-13,Adams,52.0,1.0,9,2021
2021-09-14,Adams,341.0,2.0,9,2021
2021-09-15,Adams,0.0,0.0,9,2021
2021-09-16,Adams,145.0,2.0,9,2021
2021-09-17,Adams,178.0,2.0,9,2021
2021-09-18,Adams,0.0,0.0,9,2021
2021-09-19,Adams,496.0,7.0,9,2021
2021-09-20,Adams,111.0,0.0,9,2021
2021-09-21,Adams,111.0,1.0,9,2021
2021-09-22,Adams,0.0,0.0,9,2021
2021-09-23,Adams,292.0,3.0,9,2021
2021-09-24,Adams,0.0,0.0,9,2021
2021-09-25,Adams,118.0,1.0,9,2021
2021-09-26,Adams,127.0,5.0,9,2021
2021-09-27,Adams,128.0,1.0,9,2021
2021-09-28,Adams,218.0,0.0,9,2021
2021-09-29,Adams,0.0,0.0,9,2021
2021-09-30,Adams,266.0,5.0,9,2021
2021-10-01,Adams,172.0,2.0,10,2021
2021-10-02,Adams,174.0,2.0,10,2021
2021-10-03,Adams,128.0,1.0,10,2021
